Symbol,Exchange,Company_Name,PE_Ratio,ROE,Debt_To_Equity,Revenue_Growth_YoY,Profit_Growth_YoY,Operating_Cashflow,Promoter_Holding,FII_DII_Pct,Public_Pct,Latest_Close,EMA_50,EMA_200,RSI_14,Trend
TIRUPATIFL.NS,NSE,TIRUPATIFL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹103,484,997",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PREMIERENE.NS,NSE,PREMIERENE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,636,049,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MUTHOOTMF.NS,NSE,MUTHOOTMF.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹368,309,990",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
FUSION.NS,NSE,FUSION.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹342,179,993",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ABLBL.NS,NSE,ABLBL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹145,379,997",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HEG.NS,NSE,HEG.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹878,399,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AIIL.NS,NSE,AIIL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹752,925,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SIGNPOST.NS,NSE,SIGNPOST.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹481,574,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CAMS.NS,NSE,CAMS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,147,199,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MUFIN.NS,NSE,MUFIN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹193,889,992",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KIRLOSENG.NS,NSE,KIRLOSENG.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹3,621,299,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SDBL.NS,NSE,SDBL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹98,700,005",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VOLTAS.NS,NSE,VOLTAS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,066,100,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
APOLLOTYRE.NS,NSE,APOLLOTYRE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹640,500,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KFINTECH.NS,NSE,KFINTECH.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,340,925,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
WELCORP.NS,NSE,WELCORP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,520,149,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
INVENTURE.NS,NSE,INVENTURE.NS,0.91,16.40%,0.38,12.80%,14.50%,"₹1,365,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GARUDA.NS,NSE,GARUDA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹269,549,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
APTUS.NS,NSE,APTUS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹443,400,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DATAPATTNS.NS,NSE,DATAPATTNS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹6,284,550,293",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AYE.NS,NSE,AYE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹247,544,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SWANCORP.NS,NSE,SWANCORP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹472,275,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
COFFEEDAY.NS,NSE,COFFEEDAY.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹47,760,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GATEWAY.NS,NSE,GATEWAY.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹88,800,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KPRMILL.NS,NSE,KPRMILL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,709,700,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ZYDUSWELL.NS,NSE,ZYDUSWELL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹864,074,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NDL.NS,NSE,NDL.NS,2.38,16.40%,0.38,12.80%,14.50%,"₹3,570,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TDPOWERSYS.NS,NSE,TDPOWERSYS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,761,299,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
LXCHEM.NS,NSE,LXCHEM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹253,230,011",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HBLENGINE.NS,NSE,HBLENGINE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,132,425,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BRIGADE.NS,NSE,BRIGADE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹841,199,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SKMEGGPROD.NS,NSE,SKMEGGPROD.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹501,375,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
LATENTVIEW.NS,NSE,LATENTVIEW.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹449,849,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TRITURBINE.NS,NSE,TRITURBINE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹958,875,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KAYNES.NS,NSE,KAYNES.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹5,005,799,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TVSMOTOR.NS,NSE,TVSMOTOR.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹5,418,450,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BLUEJET.NS,NSE,BLUEJET.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹897,824,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ZENTEC.NS,NSE,ZENTEC.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,734,649,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
WAKEFIT.NS,NSE,WAKEFIT.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹195,780,006",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ASTRAMICRO.NS,NSE,ASTRAMICRO.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,626,350,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
OLECTRA.NS,NSE,OLECTRA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,082,149,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MUTHOOTFIN.NS,NSE,MUTHOOTFIN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹4,524,299,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GODIGIT.NS,NSE,GODIGIT.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹447,974,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GVT&D.NS,NSE,GVT&D.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹7,044,599,854",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EXCELSOFT.NS,NSE,EXCELSOFT.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹117,629,997",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
FINPIPE.NS,NSE,FINPIPE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹249,839,996",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GKENERGY.NS,NSE,GKENERGY.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹211,875,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BAJAJCON.NS,NSE,BAJAJCON.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹852,675,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SAMHI.NS,NSE,SAMHI.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹261,360,008",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HINDOILEXP.NS,NSE,HINDOILEXP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹239,459,999",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SBILIFE.NS,NSE,SBILIFE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,799,600,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CHENNPETRO.NS,NSE,CHENNPETRO.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,735,799,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ARVIND.NS,NSE,ARVIND.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹811,500,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SYNGENE.NS,NSE,SYNGENE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹630,750,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
QUADFUTURE.NS,NSE,QUADFUTURE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹635,849,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
WABAG.NS,NSE,WABAG.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹3,150,450,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EBGNG.NS,NSE,EBGNG.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹858,225,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BECTORFOOD.NS,NSE,BECTORFOOD.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹253,455,002",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RAYMONDREL.NS,NSE,RAYMONDREL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,070,475,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SPCENET.NS,NSE,SPCENET.NS,3.81,16.40%,0.38,12.80%,14.50%,"₹5,715,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HAVELLS.NS,NSE,HAVELLS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,766,100,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SARVESHWAR.NS,NSE,SARVESHWAR.NS,3.56,16.40%,0.38,12.80%,14.50%,"₹5,340,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GODREJCP.NS,NSE,GODREJCP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,579,049,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TITAN.NS,NSE,TITAN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹6,869,099,854",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BLSE.NS,NSE,BLSE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹411,554,993",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DCBBANK.NS,NSE,DCBBANK.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹285,450,005",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NAVKARCORP.NS,NSE,NAVKARCORP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹174,134,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KALAMANDIR.NS,NSE,KALAMANDIR.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹145,424,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TVSSCS.NS,NSE,TVSSCS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹207,884,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MOTILALOFS.NS,NSE,MOTILALOFS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,451,175,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TATACHEM.NS,NSE,TATACHEM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,047,600,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PERSISTENT.NS,NSE,PERSISTENT.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹7,613,699,707",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MAPMYINDIA.NS,NSE,MAPMYINDIA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,763,700,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SAREGAMA.NS,NSE,SAREGAMA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹735,900,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BLISSGVS.NS,NSE,BLISSGVS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹771,750,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SOLARWORLD.NS,NSE,SOLARWORLD.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹311,490,005",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PRAJIND.NS,NSE,PRAJIND.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹529,125,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SHRINGARMS.NS,NSE,SHRINGARMS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹337,019,989",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BOMDYEING.NS,NSE,BOMDYEING.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹187,410,004",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DYCL.NS,NSE,DYCL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹581,099,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DWARKESH.NS,NSE,DWARKESH.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹64,965,002",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
REFEX.NS,NSE,REFEX.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹483,150,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
UNITDSPR.NS,NSE,UNITDSPR.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,060,100,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HDFCAMC.NS,NSE,HDFCAMC.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹4,093,799,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TENNIND.NS,NSE,TENNIND.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹846,824,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
UNOMINDA.NS,NSE,UNOMINDA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,736,549,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PNBHOUSING.NS,NSE,PNBHOUSING.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,656,149,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NAM-INDIA.NS,NSE,NAM-INDIA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,794,450,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HDBFS.NS,NSE,HDBFS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,127,550,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HITECH.NS,NSE,HITECH.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹132,149,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AMIRCHAND.NS,NSE,AMIRCHAND.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹256,019,989",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GRADIENTE.NS,NSE,GRADIENTE.NS,3.62,16.40%,0.38,12.80%,14.50%,"₹5,430,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PRESTIGE.NS,NSE,PRESTIGE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,529,000,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GEMAROMA.NS,NSE,GEMAROMA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹288,375,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SMCGLOBAL.NS,NSE,SMCGLOBAL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹120,134,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PTC.NS,NSE,PTC.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹259,980,011",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SANDUMA.NS,NSE,SANDUMA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹300,480,011",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BORORENEW.NS,NSE,BORORENEW.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹930,750,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IRCTC.NS,NSE,IRCTC.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹754,949,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ONMOBILE.NS,NSE,ONMOBILE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹99,569,996",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MARINE.NS,NSE,MARINE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹383,924,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PARKHOSPS.NS,NSE,PARKHOSPS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹436,574,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
STARHEALTH.NS,NSE,STARHEALTH.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹893,324,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BEPL.NS,NSE,BEPL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹159,615,005",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IVALUE.NS,NSE,IVALUE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹469,724,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TITAGARH.NS,NSE,TITAGARH.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,318,649,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DENTA.NS,NSE,DENTA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹503,775,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AJMERA.NS,NSE,AJMERA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹203,325,005",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MWL.NS,NSE,MWL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹55,274,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MAZDOCK.NS,NSE,MAZDOCK.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹3,554,099,854",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HIKAL.NS,NSE,HIKAL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹361,200,005",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CHAMBLFERT.NS,NSE,CHAMBLFERT.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹680,625,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PIDILITIND.NS,NSE,PIDILITIND.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,353,200,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SAKUMA.NS,NSE,SAKUMA.NS,1.74,16.40%,0.38,12.80%,14.50%,"₹2,610,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GAEL.NS,NSE,GAEL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹224,099,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
INDOFARM.NS,NSE,INDOFARM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹243,434,990",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
FACT.NS,NSE,FACT.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,272,899,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ZAGGLE.NS,NSE,ZAGGLE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹317,940,010",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
OSWALPUMPS.NS,NSE,OSWALPUMPS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹608,699,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GUJENERGY.NS,NSE,GUJENERGY.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹428,474,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BAJAJHCARE.NS,NSE,BAJAJHCARE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹545,324,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
FCSSOFT.NS,NSE,FCSSOFT.NS,1.62,16.40%,0.38,12.80%,14.50%,"₹2,430,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
LUPIN.NS,NSE,LUPIN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹3,739,500,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SOTL.NS,NSE,SOTL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹894,899,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GRSE.NS,NSE,GRSE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹3,930,299,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
WAAREEENER.NS,NSE,WAAREEENER.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹4,219,200,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PHOENIXLTD.NS,NSE,PHOENIXLTD.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹3,198,599,854",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ADFFOODS.NS,NSE,ADFFOODS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹457,500,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GOKEX.NS,NSE,GOKEX.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,247,850,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RAILTEL.NS,NSE,RAILTEL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹453,300,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TIRUMALCHM.NS,NSE,TIRUMALCHM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹249,584,999",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GRAPHITE.NS,NSE,GRAPHITE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹937,649,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MFSL.NS,NSE,MFSL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,416,649,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
STLNETWORK.NS,NSE,STLNETWORK.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹37,260,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RUSHIL.NS,NSE,RUSHIL.NS,15.33,16.40%,0.38,12.80%,14.50%,"₹22,995,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HAL.NS,NSE,HAL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹6,630,750,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SHRIRAMPPS.NS,NSE,SHRIRAMPPS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹130,875,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JYOTHYLAB.NS,NSE,JYOTHYLAB.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹300,419,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GNRL.NS,NSE,GNRL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹147,629,997",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GLAND.NS,NSE,GLAND.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹3,697,650,146",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
OSIAHYPER.NS,NSE,OSIAHYPER.NS,3.11,16.40%,0.38,12.80%,14.50%,"₹4,665,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SKIPPER.NS,NSE,SKIPPER.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹817,725,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ASTERDM.NS,NSE,ASTERDM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,236,899,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NATCOPHARM.NS,NSE,NATCOPHARM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,454,625,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SANWARIA.NS,NSE,SANWARIA.NS,0.19,16.40%,0.38,12.80%,14.50%,"₹285,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GODREJPROP.NS,NSE,GODREJPROP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹3,156,599,854",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BATAINDIA.NS,NSE,BATAINDIA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,019,100,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
